"","species","1","2","3","4","5","6","7","8","9","10","11","12","13","14","1","2","3","4","5","6","7","8","9","10","11","12","13","14"
"X.NA_1160LR","Na",0.224009478304624,0.182554145802636,0.0718705124596223,-0.0482490919972536,-0.184095768813743,-0.358477539075342,-0.398954548279886,-0.213550489077581,-0.127373458128873,0.0732265407607152,0.115315596010083,0.114057263786831,0.158590308197453,0.391077050050716,-0.166416497842735,-0.118806292743681,-0.139663820612189,-0.177481747806621,-0.0646640151711462,-0.219554118244048,0.212309466273861,0.0129526151717563,0.236486787345232,-0.0115959434356263,0.00325222044710907,0.114855530022489,0.231602914849408,0.0867229017461904
"X.NA_1161L","Na",0.183386757852874,0.174823904325284,0.121886053703299,-0.209767970361711,-0.182164506911351,-0.293759297658915,-0.334438243143971,-0.185179353715207,-0.152622310145421,0.0919230924361438,0.137392164794616,0.102026933437463,0.133943083161229,0.412549692225668,-0.224828245658244,-0.103609250615087,-0.11221931830624,-0.2605047782899,-0.0435977274876569,-0.2568699321059,0.212401867072161,0.0351335393565512,0.244463308911108,-0.00492774388195918,0.0125937444064566,0.141168230671224,0.230544746563124,0.130251559364361
"X.NA_7174LR","Na",0.153359015610747,0.159239212887999,0.115916986748561,-0.117035752295458,-0.175838053407637,-0.325193788695365,-0.337476849629777,-0.209320998859808,-0.15370286188878,0.0790730308674524,0.114482193393416,0.126376334106374,0.149887429694098,0.420234101468176,-0.249229316127928,-0.110445076608734,-0.107707704585091,-0.230802752799191,-0.0444302090153195,-0.265842444692008,0.20360022672472,0.0377377906896569,0.232963945388034,0.0131571476199606,0.0169323823864007,0.142862233476279,0.23128208400065,0.129921693542572
"X.NA_7189L","Na",0.193884918361581,0.164986209189606,0.120445740561404,-0.0677139032494655,-0.186418672278053,-0.349926788967685,-0.383580103427954,-0.220698673121854,-0.147129324732269,0.0609562139332853,0.104032333357749,0.135351437176892,0.150905356294495,0.424905256902269,-0.188920086412265,-0.105189172661718,-0.101277985282279,-0.205179240785387,-0.0561756836130808,-0.241114392193073,0.193448184300573,0.043665728583755,0.243284226098411,0.0119620896720754,0.0180328358084644,0.107005443311708,0.19041431107176,0.090043742101057
"X.NA_7321LR","Na",0.221301611356817,0.180046921664032,0.0959742565689717,-0.0496753789710716,-0.199330883327757,-0.368754638703969,-0.380641231647397,-0.23588991852124,-0.131873732738545,0.0861789365928996,0.140418567093127,0.125167954345453,0.157259333901871,0.359818202386809,-0.185967442413027,-0.103164430858089,-0.111592028767053,-0.197534503018681,-0.0412074227848232,-0.238703041298394,0.222339881485246,0.0324673956001835,0.227602359723542,-0.0177571371602625,-0.00688256908595857,0.102579148983176,0.202285203147426,0.115534586446715
"X.NA_7323LR","Na",0.198346731702698,0.150853612644502,0.1003288522738,-0.0700498801869145,-0.204860016092744,-0.318385041448129,-0.370610154471674,-0.238397320250675,-0.133988870332876,0.0758696002743871,0.115576612877697,0.138041920630225,0.168225887454481,0.389048064925224,-0.213167507123475,-0.108533401454707,-0.108366024671008,-0.221205271350507,-0.0370538310115169,-0.253395665175065,0.200610600900285,0.0393233984537932,0.244785263628518,0.00277491830911275,0.00799867894830303,0.118591444630354,0.223495410962786,0.104141984953125
"X.NA_7325LR","Na",0.213284846745236,0.160537784645984,0.0755985230519737,-0.0706577707022785,-0.208561292859855,-0.350733581684879,-0.369031295357227,-0.228352821141776,-0.121833499974131,0.0935739470951413,0.156927399242585,0.125433696023954,0.149385097087869,0.374428967827404,-0.162172893494334,-0.131502865916983,-0.140970659150281,-0.191764575726916,-0.0394646979086355,-0.246288551659343,0.218411034776746,0.0280673162801701,0.236212695552721,-0.0262427509380352,-0.000781392681021362,0.103399759534992,0.222243807760288,0.130853773570633
"X.NA_7326L","Na",0.200258975775258,0.155780839388906,0.0672910689189273,-0.0861262136780867,-0.211096821217145,-0.332840512729996,-0.365786447469548,-0.234763856780188,-0.126683268357928,0.111334479245096,0.149023079414286,0.127352518969052,0.167238479207256,0.379017679314109,-0.177483660812692,-0.121000307060086,-0.13567264576569,-0.20295971257754,-0.0385966519440676,-0.246406838350597,0.205105526655223,0.0449465217251369,0.237378574841934,-0.0317412915320067,-0.00774819185322782,0.0991483872281477,0.225054011762014,0.149976277683452
"X.NA_7479LR","Na",0.211773862860102,0.151920608182458,0.104234023383417,-0.0945295540412903,-0.195139867271439,-0.343268733130904,-0.333355126379993,-0.21118008688897,-0.136727575437846,0.0768896092730149,0.106195750252565,0.123485370160757,0.156449216374581,0.383252502663548,-0.20759131570438,-0.123700172295068,-0.120068394817212,-0.234384438910316,-0.041600840984881,-0.26409438161047,0.199944815479374,0.0452494615225588,0.253279917767845,-0.0102649971998527,0.00855602954114745,0.154940520724079,0.221739391616958,0.117994404870221
